Company,ISIN,Country,Publication date,Claim full compliance,Name of Auditor,Report link,SASB industry (SICS® Industries)
Koncar-Elektroindustrija,HRKOEIRA0009,Croatia,2025-04-16,TRUE,KPMG,https://www.koncar.hr/sites/default/files/dokumenti/izvjesca-o-odrzivom-poslovanju/2025-05/KON%C4%8CAR%20Group%20-%20consolidated%20annual%20report%20for%202024.pdf,Industrial Machinery & Goods
Koninklijke A-Ware Food Group (Royal A-Ware),n.a.,Netherlands,2025-04-16,TRUE,BDO,https://beheer.a-ware.f19.nl/cms/api/public/v1/assets/download/project/f932a00a-03f1-0000-c73d-4beaebbe8109/name/Annual%20Report%202024%20Royal%20A-ware%20-%20FINAL%20compressed.pdf,"Meat, Poultry & Dairy"
Laboratorios Farmaceuticos Rovi,ES0157261019,Spain,2025-02-25,TRUE,KPMG,https://www.rovi.es/sites/default/files/audit_report_annual_accounts_and_management_report_rovi_group_2024.pdf,Biotechnology & Pharmaceuticals
Latvenergo,n.a.,Latvia,2025-04-30,TRUE,EY,https://latvenergo.lv/storage/app/media/parskati/2024/Latvenergo_Annual_Report_2024.pdf,Oil & Gas – Midstream
Fromageries Bel,FR0000121857,France,2025-04-15,TRUE,EY,https://www.groupe-bel.com/wp-content/uploads/2025/04/bel-rafi-2024-vdef-en.pdf,"Meat, Poultry & Dairy"
Maison du Monde,FR0013153541,France,2025-04-25,TRUE,KPMG,https://corporate.maisonsdumonde.com/en/file-download/download/public/22135,Multiline and Specialty Retailers & Distributors
Matas,DK0060497295,Denmark,2025-05-23,TRUE,PwC,https://matasgroup.com/app/uploads/2025/05/matasgroup-ar-2024-25-final.pdf,Multiline and Specialty Retailers & Distributors
Moncler,IT0004965148,Italy,2025-04-16,TRUE,Deloitte,https://www.monclergroup.com/wp-content/uploads/2025/03/moncler-group-annual-report-2024.pdf,"Apparel, Accessories & Footwear"
Mundys,n.a.,Italy,2025-04-04,TRUE,KPMG,https://www.mundys.com/sites/default/files/documents/2024%20RAI%20MUNDYS%20ENG%20005_WEB_1.pdf,Engineering & Construction Services
Nexi,IT0005366767,Italy,2025-04-02,TRUE,PwC,https://www.nexigroup.com/content/dam/corp/downloads/investors/financial-statements/2024/2024-EN-integrated-annual-report.pdf,Software & IT Services
Obrascon Huarte Lain,ES0142090317,Spain,2025-04-11,TRUE,EY,https://www.ohla-group.com/wp-content/uploads/2025/05/Consolidated-Financials-Statements-and-Directors-Report-2024-together-with-Independent-Auditor%C2%B4s-Report.pdf,Engineering & Construction Services
Philip Morris,CS0008418869,Czech Republic,2025-04-28,TRUE,Forvis Mazars,https://www.pmi.com/resources/docs/default-source/czech-market/new-website/eng-content/03_annual-financial-reports/annual-financial-report-pm%C4%8Dr-2024_unofficial-pdf-version.pdf?sfvrsn=714553c8_2,Tobacco
Pirelli,IT0005278236,Italy,2025-04-23,TRUE,PwC,https://corp2-assets.pirelli.com/corporate/Annual_Report_Pirelli_2024_ENG.pdf,Auto Parts
Orlen,PLPKN0000018,Poland,2025-04-14,TRUE,Forvis Mazars,https://www.orlen.pl/content/dam/internet/orlen/pl/en/investor-relations/reports-and-publications/financial-results/2024/fy-2024/ORLEN_GROUP_FY24_Consolidated_PDF.zip.coredownload.zip,Oil & Gas – Refining & Marketing
Quintet Private Bank,n.a.,Luxembourg,2025-03-27,TRUE,EY,https://www.quintet.com/media/0cyipbav/2024-annual-report-quintet-private-bank-march-27-2025.pdf,Commercial Banks
Recordati,IT0003828271,Italy,2025-05-19,TRUE,EY,https://annualreport.recordati.com/wp-content/uploads/2025/04/ANNUAL-REPORT-2024.pdf#page=1,Biotechnology & Pharmaceuticals
SEA Aeroporti Milano,n.a.,Italy,2025-04-14,TRUE,EY,https://milanairports.com/sites/default/files/downloads/ANNUAL-FINANCIAL-REPORT-AS-OF-DECEMBER-31-2024.pdf,Marine Transportation
Shelf Drilling Holdings,KYG236271055,United Arab Emirates,2025-04-14,TRUE,PwC,https://www.shelfdrilling.com/wp-content/uploads/2025/04/Shelf-Drilling-2024-Annual-Report.pdf,Oil & Gas – Services
Societatea Energetica Electric,US83367Y2072,Romania,2025-04-30,TRUE,Deloitte,https://www.electrica.ro/wp-content/uploads/2025/05/Electrica_2025_Annual_report_2page_view.pdf,Electric Utilities & Power Generators
Soitec,FR0013227113,France,2025-06-11,TRUE,KPMG,https://www.soitec.com/docs/default-source/agm-documents/2025/en/universal-registration-document-2024-2025---en.pdf?Status=Master&sfvrsn=721740d4_1,Semiconductors
Stef,FR0000064271,France,2025-03-13,TRUE,Forvis Mazars & EY,https://www.stef.com/corporate/sites/stef_com/files/2025-05/STEF-RA%20-%202024_EN_WEB.pdf,Road Transportation
Südzucker,DE0007297004,Germany,2025-05-15,TRUE,KPMG,https://www.suedzuckergroup.com/sites/default/files/2025-05/Suedzucker_Annual_Report_2024%E2%80%9325.pdf,Agricultural Products
Technogym,IT0005162406,Italy,2025-04-15,TRUE,PwC,https://corporate.technogym.com/~/media/Files/T/Technogym-Corporate/investor-relations/shareholder-meetings/2025/annual-report-2024-en.pdf,Toys & Sporting Goods
Savings Bank Group,n.a.,Finnland,2025-03-13,TRUE,KPMG,https://www.saastopankki.fi/-/media/sp-ryhma/taloudellinen-informaatio/taloudellinen-materiaali/ryhma/2025/tulostiedotteet-2-25/board-of-directors-report-and-consolidated-ifrs-financial-statements-of-the-savings-banks-group.pdf?r=63877441542,Commercial Banks
Verkkokauppa.com,FI4000049812,Finnland,2025-03-13,TRUE,PwC,https://cdn.ir.solutions/verkkokauppa/verkkokauppa-site/documents/verkkokauppa-com-report-of-the-board-and-financial-statement.pdf,E-Commerce
Vidrala,ES0183746314,Spain,2025-02-14,TRUE,n.a.,https://annualreport.vidrala.com/pdf/2024_Integrated_Annual_Report.pdf,Containers & Packaging
Viscofan,ES0184262212,Spain,2025-02-27,TRUE,PwC,https://public.viscofan.com/investor-relations/financialinformation/en/2024_CCAA%20Viscofan%20SA%20y%20Sociedades%20Dependientes_Completas_EN.pdf,Containers & Packaging
Wüstenrot & Württembergische,DE0008051004,Germany,2025-03-28,TRUE,EY,https://www.ww-ag.com/media/files_1/investor_relations_2/reports/annual_reports/2024_4/WuW_Annual_Report_2024.pdf,Insurance
SIPEF,02-09-2025,Belgium,2025-05-07,TRUE,EY,https://www.sipef.com/hq/investors/annual-reports/,Agricultural Products
